#  i    Total    Potential    Kinetic    Temperature   Pressure
 358  -1.35447   -2.85447        1.5          1    37.0661
 359  -1.35962   -2.85962        1.5          1    37.0372
 360  -1.36494   -2.86494        1.5          1     37.008
 361  -1.37039   -2.87039        1.5          1    36.9774
 362  -1.37593   -2.87593        1.5          1    36.9472
 363  -1.38151   -2.88151        1.5          1    36.9156
 364  -1.38712   -2.88712        1.5          1    36.8843
 365   -1.3927    -2.8927        1.5          1    36.8534
 366  -1.39824   -2.89824        1.5          1    36.8228
 367  -1.40369   -2.90369        1.5          1     36.792
 368  -1.40905   -2.90905        1.5          1    36.7629
 369  -1.41428   -2.91428        1.5          1    36.7346
 370  -1.41938   -2.91938        1.5          1    36.7075
 371  -1.42433   -2.92433        1.5          1    36.6808
 372  -1.42912   -2.92912        1.5          1    36.6549
 373  -1.43375   -2.93375        1.5          1    36.6295
 374  -1.43823   -2.93823        1.5          1    36.6053
 375  -1.44256   -2.94256        1.5          1    36.5817
 376  -1.44675   -2.94675        1.5          1    36.5592
 377  -1.45082   -2.95082        1.5          1     36.538
 378  -1.45478   -2.95478        1.5          1    36.5171
 379  -1.45864   -2.95864        1.5          1    36.4966
 380  -1.46242   -2.96242        1.5          1    36.4772
 381  -1.46614   -2.96614        1.5          1    36.4575
 382  -1.46981   -2.96981        1.5          1    36.4382
 383  -1.47343   -2.97343        1.5          1    36.4193
 384  -1.47703   -2.97703        1.5          1    36.4004
 385   -1.4806    -2.9806        1.5          1    36.3815
 386  -1.48415   -2.98415        1.5          1     36.363
 387  -1.48767   -2.98767        1.5          1    36.3448
 388  -1.49116   -2.99116        1.5          1    36.3265
 389  -1.49462   -2.99462        1.5          1     36.308
 390  -1.49803   -2.99803        1.5          1    36.2903
 391  -1.50138   -3.00138        1.5          1    36.2731
 392  -1.50465   -3.00465        1.5          1    36.2555
 393  -1.50784   -3.00784        1.5          1    36.2391
 394  -1.51092   -3.01092        1.5          1    36.2229
 395  -1.51388   -3.01388        1.5          1    36.2074
 396  -1.51671   -3.01671        1.5          1    36.1922
 397  -1.51939   -3.01939        1.5          1     36.178
 398  -1.52193   -3.02193        1.5          1    36.1638
 399  -1.52431   -3.02431        1.5          1    36.1515
 400  -1.52653   -3.02653        1.5          1    36.1404
 401   -1.5286    -3.0286        1.5          1    36.1291
 402  -1.53053   -3.03053        1.5          1     36.119
 403  -1.53234   -3.03234        1.5          1    36.1087
 404  -1.53402   -3.03402        1.5          1    36.0988
 405  -1.53562   -3.03562        1.5          1    36.0891
 406  -1.53715   -3.03715        1.5          1    36.0801
 407  -1.53864   -3.03864        1.5          1    36.0711
 408  -1.54012   -3.04012        1.5          1    36.0623
 409  -1.54162   -3.04162        1.5          1    36.0536
 410  -1.54317   -3.04317        1.5          1    36.0446
 411   -1.5448    -3.0448        1.5          1    36.0345
 412  -1.54653   -3.04653        1.5          1    36.0238
 413  -1.54839   -3.04839        1.5          1    36.0127
 414  -1.55041   -3.05041        1.5          1    36.0012
 415  -1.55259   -3.05259        1.5          1    35.9876
 416  -1.55495   -3.05495        1.5          1    35.9735
 417  -1.55751   -3.05751        1.5          1    35.9584
 418  -1.56026   -3.06026        1.5          1    35.9424
 419  -1.56322   -3.06322        1.5          1    35.9251
 420  -1.56638   -3.06638        1.5          1    35.9069
 421  -1.56973   -3.06973        1.5          1    35.8879
 422  -1.57327   -3.07327        1.5          1    35.8683
 423  -1.57699   -3.07699        1.5          1    35.8464
 424  -1.58088   -3.08088        1.5          1    35.8247
 425  -1.58492   -3.08492        1.5          1    35.8013
 426  -1.58909   -3.08909        1.5          1    35.7775
 427  -1.59337   -3.09337        1.5          1     35.753
 428  -1.59775   -3.09775        1.5          1    35.7281
 429  -1.60221   -3.10221        1.5          1    35.7033
 430  -1.60673   -3.10673        1.5          1    35.6787
 431  -1.61128   -3.11128        1.5          1    35.6533
 432  -1.61584   -3.11584        1.5          1    35.6287
 433  -1.62039   -3.12039        1.5          1    35.6033
 434  -1.62491   -3.12491        1.5          1    35.5781
 435  -1.62937   -3.12937        1.5          1    35.5533
 436  -1.63376   -3.13376        1.5          1    35.5283
 437  -1.63806   -3.13806        1.5          1    35.5053
 438  -1.64224   -3.14224        1.5          1    35.4826
 439  -1.64628   -3.14628        1.5          1    35.4612
 440  -1.65017   -3.15017        1.5          1    35.4389
 441  -1.65389   -3.15389        1.5          1     35.418
 442  -1.65742   -3.15742        1.5          1    35.3989
 443  -1.66073   -3.16073        1.5          1    35.3799
 444  -1.66382   -3.16382        1.5          1    35.3636
 445  -1.66666   -3.16666        1.5          1    35.3488
 446  -1.66923   -3.16923        1.5          1    35.3354
 447  -1.67151   -3.17151        1.5          1    35.3227
 448  -1.67349   -3.17349        1.5          1    35.3131
 449  -1.67514   -3.17514        1.5          1    35.3049
 450  -1.67644   -3.17644        1.5          1    35.2981
 451  -1.67737   -3.17737        1.5          1    35.2933
 452  -1.67793   -3.17793        1.5          1     35.291
 453   -1.6781    -3.1781        1.5          1    35.2914
 454  -1.67785   -3.17785        1.5          1    35.2937
 455  -1.67719   -3.17719        1.5          1    35.2977
 456  -1.67612   -3.17612        1.5          1    35.3048
 457  -1.67463   -3.17463        1.5          1    35.3143
 458  -1.67274   -3.17274        1.5          1    35.3243
 459  -1.67046   -3.17046        1.5          1     35.337
 460  -1.66781   -3.16781        1.5          1    35.3517
 461  -1.66484   -3.16484        1.5          1    35.3687
 462  -1.66157   -3.16157        1.5          1    35.3861
 463  -1.65806   -3.15806        1.5          1    35.4044
 464  -1.65436   -3.15436        1.5          1    35.4254
 465  -1.65053   -3.15053        1.5          1    35.4466
 466  -1.64663   -3.14663        1.5          1    35.4679
 467  -1.64273   -3.14273        1.5          1    35.4903
 468   -1.6389    -3.1389        1.5          1    35.5109
 469   -1.6352    -3.1352        1.5          1    35.5318
 470  -1.63168   -3.13168        1.5          1    35.5507
 471  -1.62842   -3.12842        1.5          1    35.5695
 472  -1.62544   -3.12544        1.5          1    35.5858
 473  -1.62281   -3.12281        1.5          1    35.6002
 474  -1.62054   -3.12054        1.5          1    35.6127
 475  -1.61866   -3.11866        1.5          1    35.6236
 476   -1.6172    -3.1172        1.5          1    35.6311
 477  -1.61616   -3.11616        1.5          1    35.6363
 478  -1.61555   -3.11555        1.5          1      35.64
 479  -1.61536   -3.11536        1.5          1    35.6408
 480   -1.6156    -3.1156        1.5          1    35.6401
 481  -1.61624   -3.11624        1.5          1    35.6361
 482  -1.61728   -3.11728        1.5          1    35.6305
 483  -1.61871   -3.11871        1.5          1    35.6228
 484   -1.6205    -3.1205        1.5          1    35.6138
 485  -1.62262   -3.12262        1.5          1     35.602
 486  -1.62506   -3.12506        1.5          1    35.5887
 487  -1.62778   -3.12778        1.5          1    35.5738
 488  -1.63075   -3.13075        1.5          1    35.5572
 489  -1.63393   -3.13393        1.5          1    35.5386
