#  i    Total    Potential    Kinetic    Temperature   Pressure
 452  -2.33683   -3.83683        1.5          1    31.5021
 453  -2.33949   -3.83949        1.5          1    31.4867
 454  -2.34184   -3.84184        1.5          1    31.4715
 455   -2.3439    -3.8439        1.5          1    31.4581
 456  -2.34572   -3.84572        1.5          1    31.4449
 457  -2.34731   -3.84731        1.5          1    31.4335
 458  -2.34872   -3.84872        1.5          1    31.4237
 459     -2.35      -3.85        1.5          1    31.4142
 460  -2.35118   -3.85118        1.5          1    31.4058
 461   -2.3523    -3.8523        1.5          1    31.3971
 462   -2.3534    -3.8534        1.5          1    31.3885
 463  -2.35451   -3.85451        1.5          1    31.3802
 464  -2.35569   -3.85569        1.5          1    31.3715
 465  -2.35695   -3.85695        1.5          1    31.3623
 466  -2.35832   -3.85832        1.5          1     31.353
 467  -2.35983   -3.85983        1.5          1    31.3423
 468   -2.3615    -3.8615        1.5          1    31.3311
 469  -2.36335   -3.86335        1.5          1    31.3195
 470  -2.36538   -3.86538        1.5          1    31.3066
 471  -2.36761   -3.86761        1.5          1    31.2925
 472  -2.37003   -3.87003        1.5          1    31.2784
 473  -2.37263   -3.87263        1.5          1     31.262
 474  -2.37542   -3.87542        1.5          1    31.2449
 475  -2.37837   -3.87837        1.5          1    31.2265
 476  -2.38146   -3.88146        1.5          1    31.2074
 477  -2.38468   -3.88468        1.5          1    31.1875
 478    -2.388     -3.888        1.5          1    31.1683
 479   -2.3914    -3.8914        1.5          1    31.1484
 480  -2.39483   -3.89483        1.5          1    31.1282
 481  -2.39828   -3.89828        1.5          1    31.1087
 482  -2.40171   -3.90171        1.5          1    31.0887
 483  -2.40508   -3.90508        1.5          1    31.0692
 484  -2.40836   -3.90836        1.5          1    31.0507
 485  -2.41152   -3.91152        1.5          1    31.0326
 486  -2.41453   -3.91453        1.5          1    31.0154
 487  -2.41736   -3.91736        1.5          1    30.9999
 488  -2.41998   -3.91998        1.5          1    30.9855
 489  -2.42235   -3.92235        1.5          1     30.972
 490  -2.42446   -3.92446        1.5          1    30.9601
 491  -2.42629   -3.92629        1.5          1    30.9498
 492   -2.4278    -3.9278        1.5          1    30.9425
 493  -2.42898   -3.92898        1.5          1    30.9357
 494  -2.42982   -3.92982        1.5          1    30.9305
 495  -2.43028   -3.93028        1.5          1    30.9283
 496  -2.43037   -3.93037        1.5          1    30.9286
 497  -2.43006   -3.93006        1.5          1    30.9304
 498  -2.42934   -3.92934        1.5          1    30.9342
 499  -2.42821   -3.92821        1.5          1    30.9415
 500  -2.42666   -3.92666        1.5          1    30.9509
 501  -2.42469   -3.92469        1.5          1    30.9626
 502  -2.42231   -3.92231        1.5          1    30.9774
 503  -2.41956   -3.91956        1.5          1    30.9926
 504  -2.41645   -3.91645        1.5          1    31.0107
 505  -2.41304   -3.91304        1.5          1    31.0301
 506  -2.40937   -3.90937        1.5          1    31.0506
 507  -2.40552   -3.90552        1.5          1    31.0722
 508  -2.40155   -3.90155        1.5          1    31.0947
 509  -2.39757   -3.89757        1.5          1    31.1173
 510  -2.39364   -3.89364        1.5          1    31.1384
 511  -2.38986   -3.88986        1.5          1    31.1604
 512   -2.3863    -3.8863        1.5          1    31.1806
 513  -2.38302   -3.88302        1.5          1    31.1997
 514  -2.38006   -3.88006        1.5          1     31.218
 515  -2.37745   -3.87745        1.5          1    31.2333
 516  -2.37519   -3.87519        1.5          1    31.2473
 517  -2.37324   -3.87324        1.5          1    31.2598
 518  -2.37158   -3.87158        1.5          1    31.2695
 519  -2.37016   -3.87016        1.5          1    31.2791
 520  -2.36889   -3.86889        1.5          1     31.288
 521  -2.36773   -3.86773        1.5          1    31.2965
 522  -2.36661   -3.86661        1.5          1     31.305
 523  -2.36545   -3.86545        1.5          1    31.3132
 524   -2.3642    -3.8642        1.5          1    31.3224
 525  -2.36282   -3.86282        1.5          1    31.3313
 526  -2.36125   -3.86125        1.5          1    31.3413
 527  -2.35948   -3.85948        1.5          1    31.3515
 528  -2.35748   -3.85748        1.5          1    31.3643
 529  -2.35523   -3.85523        1.5          1    31.3783
 530  -2.35272   -3.85272        1.5          1    31.3927
 531  -2.34994   -3.84994        1.5          1    31.4095
 532  -2.34691   -3.84691        1.5          1    31.4276
 533  -2.34361   -3.84361        1.5          1    31.4462
